name,parent,LABEL,DESCRIPTION,LEAD,PARTICIPANTS,LINE,TYPE,ICON,LINK,WIDTH,HEIGHT,LINK_TYPE,LEN,POSITION2,POSITION1
3.1.02.10.01.00.00.00,3.1.02.10.00.00.00.00,1-day workshop prior to final draft,Description,2-Capital / Equity; ,2-Capital / Equity; 4-Commercial; 5-Legal; 6-Pre-Construction / Bid Team; 7-Estimation; 8-Project Controls; 11-Procurement; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; ,lightgreen,Meeting,,javascript:void(0),254,15,none,35,15,-267
3.1.02.10.02.00.00.00,3.1.02.10.00.00.00.00,Ongoing revisions reviewd by LTA,Description,2-Capital / Equity; ,2-Capital / Equity; 4-Commercial; 5-Legal; 6-Pre-Construction / Bid Team; 7-Estimation; 8-Project Controls; 11-Procurement; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; ,lightgreen,Review,,javascript:void(0),233,15,none,32,15,-245
3.1.02.10.03.00.00.00,3.1.02.10.00.00.00.00,LTA report finalized,Description,2-Capital / Equity; ,2-Capital / Equity; 4-Commercial; 5-Legal; 6-Pre-Construction / Bid Team; 7-Estimation; 8-Project Controls; 11-Procurement; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; ,lightgreen,Action/Decision,,javascript:void(0),145,15,none,20,15,-155
3.1.02.11.00.00.00.00,3.1.02.00.00.00.00.00,Integration of LTA report,Description,6-Pre-Construction / Bid Team; ,2-Capital / Equity; 6-Pre-Construction / Bid Team; ,lightgreen,Header,,javascript:void(0),182,15,none,25,15,-193
3.1.02.11.01.00.00.00,3.1.02.11.00.00.00.00,LOA Review Documentation,Description,6-Pre-Construction / Bid Team; ,2-Capital / Equity; 6-Pre-Construction / Bid Team; ,lightgreen,Document Preparation,,http://infozone.snclavalin.com/en/files/1009-levels-of-authority-en.pdf,174,15,new,24,15,-185
3.1.02.11.02.00.00.00,3.1.02.11.00.00.00.00,Presentation as per LOA Policy #1009,Description,6-Pre-Construction / Bid Team; ,2-Capital / Equity; 6-Pre-Construction / Bid Team; ,lightgreen,Process,,http://infozone.snclavalin.com/en/files/1009-levels-of-authority-en.pdf,262,15,new,36,15,-275
3.1.02.12.00.00.00.00,3.1.02.00.00.00.00.00,SPV,Description,2-Capital / Equity; ,2-Capital / Equity; ,lightgreen,Header,,javascript:void(0),22,15,none,3,15,-29
3.1.02.12.01.00.00.00,3.1.02.12.00.00.00.00,Identify employees,Description,2-Capital / Equity; ,2-Capital / Equity; ,lightgreen,Process,,javascript:void(0),131,15,none,18,15,-141
3.1.02.12.02.00.00.00,3.1.02.12.00.00.00.00,Set up operating budgets,Description,2-Capital / Equity; ,2-Capital / Equity; ,lightgreen,Process,,javascript:void(0),174,15,none,24,15,-185
3.1.02.12.03.00.00.00,3.1.02.12.00.00.00.00,Establish tax structure,Description,2-Capital / Equity; ,2-Capital / Equity; ,lightgreen,Process,,javascript:void(0),167,15,none,23,15,-178
3.1.02.12.04.00.00.00,3.1.02.12.00.00.00.00,Implement insurance,Description,2-Capital / Equity; ,2-Capital / Equity; ,lightgreen,Action/Decision,,javascript:void(0),138,15,none,19,15,-148
3.1.02.13.00.00.00.00,3.1.02.00.00.00.00.00,Technical Close following bid approval for submission,Description,2-Capital / Equity; ,2-Capital / Equity; ,lightgreen,Action/Decision,,javascript:void(0),385,15,none,53,15,-401
3.1.02.14.00.00.00.00,3.1.02.00.00.00.00.00,Bid Approved for Submission,Bid approved for submission in accordance with LOA 1009 & SOP 2221,N/A;,All;,lightgreen,Milestone,,javascript:void(0),196,15,none,27,15,-208
3.1.02.14.01.00.00.00,3.1.02.14.00.00.00.00,LOA Policy 1009,Description,N/A;,All;,lightgreen,Document Preparation,,http://infozone.snclavalin.com/en/files/1009-levels-of-authority-en.pdf,109,15,new,15,15,-118
3.1.02.14.02.00.00.00,3.1.02.14.00.00.00.00,SOP 2221,Description,N/A;,All;,lightgreen,Document Preparation,,http://infozone.snclavalin.com/en/files/2221-project-investment-approval-en.pdf,58,15,new,8,15,-66
3.1.03.00.00.00.00.00,3.1.00.00.00.00.00.00,Bus. Dev.,Description,3-Business Development; ,3-Business Development; ,lightgreen,Division,,http://csb.snclavalin.com/sites/Project_Services/sh/doc/Project%20Services%20ADMIN%20-%20N.%20Roy/P3%20Operating%20Model%20-%20Business%20Development.pdf,65,15,new,9,15,-74
3.1.04.00.00.00.00.00,3.1.00.00.00.00.00.00,Commercial,Description,4-Commercial; ,4-Commercial; ,lightgreen,Division,,http://csb.snclavalin.com/sites/Project_Services/sh/doc/Project%20Services%20ADMIN%20-%20N.%20Roy/P3%20Operating%20Model%20-%20Commercial.pdf,73,15,new,10,15,-81
3.1.04.01.00.00.00.00,3.1.04.00.00.00.00.00,Contractual Terms & Conditions Review,Description,4-Commercial; ,4-Commercial;,lightgreen,Review,,javascript:void(0),269,15,none,37,15,-282
3.1.04.02.00.00.00.00,3.1.04.00.00.00.00.00,Proposal Strategic Review,Description,4-Commercial; ,4-Commercial; ,lightgreen,Review,,javascript:void(0),182,15,none,25,15,-193
3.1.04.03.00.00.00.00,3.1.04.00.00.00.00.00,"""Document Analysis - Read, Review & Understand""",Description,4-Commercial; ,4-Commercial; ,lightgreen,Review,,javascript:void(0),342,15,none,47,15,-357
3.1.04.04.00.00.00.00,3.1.04.00.00.00.00.00,Proposal Progress Reviews (Periodic),Description,4-Commercial; ,4-Commercial; ,lightgreen,Review,,javascript:void(0),262,15,none,36,15,-275
3.1.04.05.00.00.00.00,3.1.04.00.00.00.00.00,Bid Approved for Submission,Bid approved for submission in accordance with LOA 1009 & SOP 2221,N/A;,All;,lightgreen,Milestone,,javascript:void(0),196,15,none,27,15,-208
3.1.04.05.01.00.00.00,3.1.04.05.00.00.00.00,LOA Policy 1009,Description,4-Commercial; ,4-Commercial; ,lightgreen,Document Preparation,,http://infozone.snclavalin.com/en/files/1009-levels-of-authority-en.pdf,109,15,new,15,15,-118
3.1.04.05.02.00.00.00,3.1.04.05.00.00.00.00,SOP 2221,Description,4-Commercial; ,4-Commercial; ,lightgreen,Document Preparation,,http://infozone.snclavalin.com/en/files/2221-project-investment-approval-en.pdf,58,15,new,8,15,-66
3.1.04.06.00.00.00.00,3.1.04.00.00.00.00.00,IBTT assignments & collation of reviews,Description,4-Commercial; ,4-Commercial; ,lightgreen,Process,,javascript:void(0),284,15,none,39,15,-297
3.1.04.07.00.00.00.00,3.1.04.00.00.00.00.00,Risk & Opportunity Workshop,Description,4-Commercial; ,4-Commercial; ,lightgreen,Meeting,,http://infozone.snclavalin.com/en/files/1220-risk-management-en.pdf,196,15,new,27,15,-208
3.1.04.08.00.00.00.00,3.1.04.00.00.00.00.00,Lenders technical report preparation,Description,4-Commercial; ,4-Commercial; ,lightgreen,Header,,javascript:void(0),262,15,none,36,15,-275
3.1.04.08.01.00.00.00,3.1.04.08.00.00.00.00,1-day workshop prior to final draft,Description,4-Commercial; ,4-Commercial; ,lightgreen,Meeting,,javascript:void(0),254,15,none,35,15,-267
3.1.04.08.02.00.00.00,3.1.04.08.00.00.00.00,Ongoing revisions reviewd by LTA,Description,4-Commercial; ,4-Commercial; ,lightgreen,Review,,javascript:void(0),233,15,none,32,15,-245
3.1.04.08.03.00.00.00,3.1.04.08.00.00.00.00,LTA report finalized,Description,4-Commercial; ,4-Commercial; ,lightgreen,Action/Decision,,javascript:void(0),145,15,none,20,15,-155
3.1.04.09.00.00.00.00,3.1.04.00.00.00.00.00,Lenders technical report finalization,Description,4-Commercial; ,4-Commercial; ,lightgreen,Header,,javascript:void(0),269,15,none,37,15,-282
3.1.04.09.01.00.00.00,3.1.04.09.00.00.00.00,Draft technical,Description,4-Commercial; ,4-Commercial; ,lightgreen,Document Preparation,,javascript:void(0),109,15,none,15,15,-118
3.1.04.09.02.00.00.00,3.1.04.09.00.00.00.00,Cost Report,Description,4-Commercial; ,4-Commercial; ,lightgreen,Document Preparation,,javascript:void(0),80,15,none,11,15,-88
3.1.04.10.00.00.00.00,3.1.04.00.00.00.00.00,Bid Approved for Submission,Bid approved for submission in accordance with LOA 1009 & SOP 2221,N/A;,All;,lightgreen,Milestone,,javascript:void(0),196,15,none,27,15,-208
3.1.04.10.01.00.00.00,3.1.04.10.00.00.00.00,LOA Policy 1009,Description,N/A;,All;,lightgreen,Document Preparation,,http://infozone.snclavalin.com/en/files/1009-levels-of-authority-en.pdf,109,15,new,15,15,-118
3.1.04.10.02.00.00.00,3.1.04.10.00.00.00.00,SOP 2221,Description,N/A;,All;,lightgreen,Document Preparation,,http://infozone.snclavalin.com/en/files/2221-project-investment-approval-en.pdf,58,15,new,8,15,-66
3.1.05.00.00.00.00.00,3.1.00.00.00.00.00.00,Legal,Description,5-Legal; ,5-Legal; ,lightgreen,Division,,http://csb.snclavalin.com/sites/Project_Services/sh/doc/Project%20Services%20ADMIN%20-%20N.%20Roy/P3%20Operating%20Model%20-%20Legal.pdf,36,15,new,5,15,-44
3.1.05.01.00.00.00.00,3.1.05.00.00.00.00.00,Contractual Terms & Conditions Review,Description,5-Legal; ,4-Commercial; 5-Legal; 6-Pre-Construction / Bid Team; ,lightgreen,Review,,javascript:void(0),269,15,none,37,15,-282
3.1.05.02.00.00.00.00,3.1.05.00.00.00.00.00,Proposal Strategic Review,Description,2-Capital / Equity; ,2-Capital / Equity; 4-Commercial; 5-Legal; ,lightgreen,Review,,javascript:void(0),182,15,none,25,15,-193
3.1.05.03.00.00.00.00,3.1.05.00.00.00.00.00,"""Document Analysis - Read, Review & Understand""",Description,6-Pre-Construction / Bid Team; ,"2-Capital / Equity; 4-Commercial; 6-Pre-Construction / Bid Team; 7-Estimation; 8-Project Controls; 9-Project Management Systems; 10-Document Control; 11-Procurement; 12-Risk Management; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; ",lightgreen,Review,,javascript:void(0),342,15,none,47,15,-357
3.1.05.04.00.00.00.00,3.1.05.00.00.00.00.00,"""Document Preparation DB, DE, O&M""",Description,5-Legal; ,2-Capital / Equity; 5-Legal; 6-Pre-Construction / Bid Team; ,lightgreen,Header,,javascript:void(0),247,15,none,34,15,-260
3.1.05.04.01.00.00.00,3.1.05.04.00.00.00.00,Design-Build,Description,5-Legal; ,2-Capital / Equity; 5-Legal; 6-Pre-Construction / Bid Team; ,lightgreen,Header,,javascript:void(0),87,15,none,12,15,-96
3.1.05.04.01.01.00.00,3.1.05.04.01.00.00.00,Put in place JVA agreements,Description,5-Legal; ,2-Capital / Equity; 5-Legal; 6-Pre-Construction / Bid Team; ,lightgreen,Document Preparation,,javascript:void(0),196,15,none,27,15,-208
3.1.05.04.01.02.00.00,3.1.05.04.01.00.00.00,DE SA,Description,5-Legal; ,2-Capital / Equity; 5-Legal; 6-Pre-Construction / Bid Team; ,lightgreen,Document Preparation,,javascript:void(0),36,15,none,5,15,-44
3.1.05.04.01.03.00.00,3.1.05.04.01.00.00.00,RFIP,Description,5-Legal; ,2-Capital / Equity; 5-Legal; 6-Pre-Construction / Bid Team; ,lightgreen,Document Preparation,,javascript:void(0),29,15,none,4,15,-36
3.1.05.04.01.04.00.00,3.1.05.04.01.00.00.00,Major SC RFP's,Description,5-Legal; ,2-Capital / Equity; 5-Legal; 6-Pre-Construction / Bid Team; ,lightgreen,Document Preparation,,javascript:void(0),102,15,none,14,15,-111
3.1.05.04.01.05.00.00,3.1.05.04.01.00.00.00,Major SC Negociations,Description,5-Legal; ,2-Capital / Equity; 5-Legal; 6-Pre-Construction / Bid Team; ,lightgreen,Document Preparation,,javascript:void(0),153,15,none,21,15,-163
3.1.05.04.01.06.00.00,3.1.05.04.01.00.00.00,Commitment Letters to Equity Partners,Description,5-Legal; ,2-Capital / Equity; 5-Legal; 6-Pre-Construction / Bid Team; ,lightgreen,Document Preparation,,javascript:void(0),269,15,none,37,15,-282
3.1.05.04.02.00.00.00,3.1.05.04.00.00.00.00,Design Engineer,Description,5-Legal; ,2-Capital / Equity; 5-Legal; 6-Pre-Construction / Bid Team; ,lightgreen,Header,,javascript:void(0),109,15,none,15,15,-118
3.1.05.04.02.01.00.00,3.1.05.04.02.00.00.00,JVA,Description,5-Legal; ,2-Capital / Equity; 5-Legal; 6-Pre-Construction / Bid Team; ,lightgreen,Document Preparation,,javascript:void(0),22,15,none,3,15,-29
3.1.05.04.02.02.00.00,3.1.05.04.02.00.00.00,SC SA,Description,5-Legal; ,2-Capital / Equity; 5-Legal; 6-Pre-Construction / Bid Team; ,lightgreen,Document Preparation,,javascript:void(0),36,15,none,5,15,-44
3.1.05.04.02.03.00.00,3.1.05.04.02.00.00.00,Commitment Letters,Description,5-Legal; ,2-Capital / Equity; 5-Legal; 6-Pre-Construction / Bid Team; ,lightgreen,Document Preparation,,javascript:void(0),131,15,none,18,15,-141
3.1.05.04.03.00.00.00,3.1.05.04.00.00.00.00,Operations & Maintenance,Description,5-Legal; ,2-Capital / Equity; 5-Legal; 6-Pre-Construction / Bid Team; ,lightgreen,Header,,javascript:void(0),174,15,none,24,15,-185
3.1.05.04.03.01.00.00,3.1.05.04.03.00.00.00,JVA,Description,5-Legal; ,2-Capital / Equity; 5-Legal; 6-Pre-Construction / Bid Team; ,lightgreen,Document Preparation,,javascript:void(0),22,15,none,3,15,-29
3.1.05.04.03.02.00.00,3.1.05.04.03.00.00.00,Lenders Direct Agreement (LDA),Description,5-Legal; ,2-Capital / Equity; 5-Legal; 6-Pre-Construction / Bid Team; ,lightgreen,Document Preparation,,javascript:void(0),218,15,none,30,15,-230
3.1.05.04.03.03.00.00,3.1.05.04.03.00.00.00,Major Subcontractors Negociations,Description,5-Legal; ,2-Capital / Equity; 5-Legal; 6-Pre-Construction / Bid Team; ,lightgreen,Document Preparation,,javascript:void(0),240,15,none,33,15,-252
3.1.05.04.03.04.00.00,3.1.05.04.03.00.00.00,Part 1 Drop-down,Description,5-Legal; ,2-Capital / Equity; 5-Legal; 6-Pre-Construction / Bid Team; ,lightgreen,Document Preparation,,javascript:void(0),116,15,none,16,15,-126
3.1.05.04.03.05.00.00,3.1.05.04.03.00.00.00,Part 2 Drop-down,Description,5-Legal; ,2-Capital / Equity; 5-Legal; 6-Pre-Construction / Bid Team; ,lightgreen,Document Preparation,,javascript:void(0),116,15,none,16,15,-126
3.1.05.04.03.06.00.00,3.1.05.04.03.00.00.00,Interface Agreement (IA),Description,5-Legal; ,2-Capital / Equity; 5-Legal; 6-Pre-Construction / Bid Team; ,lightgreen,Document Preparation,,javascript:void(0),174,15,none,24,15,-185
3.1.05.04.03.07.00.00,3.1.05.04.03.00.00.00,Commitment Letters,Description,5-Legal; ,2-Capital / Equity; 5-Legal; 6-Pre-Construction / Bid Team; ,lightgreen,Document Preparation,,javascript:void(0),131,15,none,18,15,-141
3.1.05.05.00.00.00.00,3.1.05.00.00.00.00.00,"Preliminary Design, Estimating, Binding Commitments",Description,5-Legal; ,5-Legal; ,lightgreen,Action/Decision,,javascript:void(0),371,15,none,51,15,-386
3.1.05.06.00.00.00.00,3.1.05.00.00.00.00.00,Risk & Opportunity Workshop,Description,12-Risk Management; ,"2-Capital / Equity; 4-Commercial; 6-Pre-Construction / Bid Team; 7-Estimation; 8-Project Controls; 11-Procurement; 12-Risk Management; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; ",lightgreen,Meeting,,http://infozone.snclavalin.com/en/files/1220-risk-management-en.pdf,196,15,new,27,15,-208
3.1.05.07.00.00.00.00,3.1.05.00.00.00.00.00,Lenders technical report preparation,Description,2-Capital / Equity; ,2-Capital / Equity; 4-Commercial; 5-Legal; 6-Pre-Construction / Bid Team; 7-Estimation; 8-Project Controls; 11-Procurement; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; ,lightgreen,Header,,javascript:void(0),262,15,none,36,15,-275
3.1.05.07.01.00.00.00,3.1.05.07.00.00.00.00,1-day workshop prior to final draft,Description,2-Capital / Equity; ,2-Capital / Equity; 4-Commercial; 5-Legal; 6-Pre-Construction / Bid Team; 7-Estimation; 8-Project Controls; 11-Procurement; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; ,lightgreen,Meeting,,javascript:void(0),254,15,none,35,15,-267
3.1.05.07.02.00.00.00,3.1.05.07.00.00.00.00,Ongoing revisions reviewd by LTA,Description,2-Capital / Equity; ,2-Capital / Equity; 4-Commercial; 5-Legal; 6-Pre-Construction / Bid Team; 7-Estimation; 8-Project Controls; 11-Procurement; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; ,lightgreen,Process,,javascript:void(0),233,15,none,32,15,-245
3.1.05.07.03.00.00.00,3.1.05.07.00.00.00.00,LTA report finalized,Description,2-Capital / Equity; ,2-Capital / Equity; 4-Commercial; 5-Legal; 6-Pre-Construction / Bid Team; 7-Estimation; 8-Project Controls; 11-Procurement; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; ,lightgreen,Action/Decision,,javascript:void(0),145,15,none,20,15,-155
3.1.05.08.00.00.00.00,3.1.05.00.00.00.00.00,Issue Legal Memo (LOA Review documentation & Presentation),Description,5-Legal; ,5-Legal; 6-Pre-Construction / Bid Team; ,lightgreen,Document Preparation,,javascript:void(0),422,15,none,58,15,-438
3.1.05.09.00.00.00.00,3.1.05.00.00.00.00.00,"O&M: Joint Venture Agreement, Lenders Direct Agreement",Description,5-Legal; ,5-Legal; 18-Operations & Maintenance; ,lightgreen,Action/Decision,,javascript:void(0),393,15,none,54,15,-409
3.1.05.10.00.00.00.00,3.1.05.00.00.00.00.00,Bid Approved for Submission,Bid approved for submission in accordance with LOA 1009 & SOP 2221,N/A;,All;,lightgreen,Milestone,,javascript:void(0),196,15,none,27,15,-208
3.1.05.10.01.00.00.00,3.1.05.10.00.00.00.00,LOA Policy 1009,Description,N/A;,All;,lightgreen,Document Preparation,,http://infozone.snclavalin.com/en/files/1009-levels-of-authority-en.pdf,109,15,new,15,15,-118
3.1.05.10.02.00.00.00,3.1.05.10.00.00.00.00,SOP 2221,Description,N/A;,All;,lightgreen,Document Preparation,,http://infozone.snclavalin.com/en/files/2221-project-investment-approval-en.pdf,58,15,new,8,15,-66
3.1.06.00.00.00.00.00,3.1.00.00.00.00.00.00,Pre-Construction,Description,6-Pre-Construction / Bid Team; ,6-Pre-Construction / Bid Team; ,lightgreen,Division,,http://csb.snclavalin.com/sites/Project_Services/sh/doc/Project%20Services%20ADMIN%20-%20N.%20Roy/P3%20Operating%20Model%20-%20Pre-Construction%20and%20Bid%20Team.pdf,116,15,new,16,15,-126
3.1.06.01.00.00.00.00,3.1.06.00.00.00.00.00,Contractual terms and conditions review,Description,5-Legal; ,4-Commercial; 5-Legal; ,lightgreen,Review,,javascript:void(0),284,15,none,39,15,-297
3.1.06.02.00.00.00.00,3.1.06.00.00.00.00.00,"""Document Analysis - Read, Review & Understand""",Description,6-Pre-Construction / Bid Team; ,"2-Capital / Equity; 4-Commercial; 6-Pre-Construction / Bid Team; 7-Estimation; 8-Project Controls; 9-Project Management Systems; 10-Document Control; 11-Procurement; 12-Risk Management; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; ",lightgreen,Review,,javascript:void(0),342,15,none,47,15,-357
